ProductID,Current_Hotness,Peak_Hotness,Avg_Hotness,Current_Trend,Current_Views,Peak_CheckIn_Views,Latest_Snapshot,ProductName,Active_View_Intervals,Modification_Count,Last_Modified_At,Peak_CheckIn_Date,Demand_Score
45,0.45785128832576333,0.45785128832576333,0.45785128832576333,0.5497677782712305,72.0,72.0,2026-08-17 12:52:22,BEST WESTERN PLUS Wanda Grand,9,0,,2026-08-23,29.89
46,0.5192073703137059,0.5431665339924321,0.5192073703137059,0.5304819809944894,2200.0,1158.0,2026-08-17 14:53:50,Chiva Bangkok Hotel,15,0,,2026-08-18,32.49
59,0.4147729266608297,0.42282461118890385,0.4147729266608297,0.5061217695759594,512.0,329.0,2026-08-17 23:18:04,Hotel Indigo Bangkok Wireless Road By IHG,32,7,2026-08-17 23:03:15,2026-08-19,28.79
74,0.34311470509510134,0.3435699953476903,0.34311470509510134,0.5402740596940138,14.0,7.0,2026-08-17 14:37:20,Easy Planet Bangkok Surawong,14,0,,2026-08-20,25.43
75,0.38200802844645765,0.40029740955369275,0.38200802844645765,0.5107786430153296,2516.0,529.0,2026-08-17 13:22:31,The Grand Sathorn Hotel,40,1,2026-08-17 13:22:31,2026-09-09,28.23
79,0.40678462460340886,0.47135907299597446,0.40678462460340886,0.5119136832262124,1744.0,366.0,2026-08-17 23:49:11,Ratchada Point Hotel,50,4,2026-08-17 23:33:38,2026-09-04,29.83
80,0.42844334119838884,0.43695644546377416,0.42844334119838884,0.5057201994822499,407.0,331.0,2026-08-17 23:49:11,iCheck inn Residence Sathorn,10,2,2026-08-17 23:18:04,2026-08-31,27.92
89,0.37210716188657267,0.37210716188657267,0.37210716188657267,0.5045905361093624,213.0,213.0,2026-08-17 07:00:44,Graceland Bangkok by Grace Hotel Bangkok,7,0,,2026-09-03,25.44
93,0.3693922455574008,0.3693922455574008,0.3693922455574008,0.5120289680656508,88.0,88.0,2026-08-17 13:07:27,Airy Suvarnabhumi Hotel,8,0,,2026-08-17,25.53
98,0.3957543457004061,0.4027006003807446,0.3957543457004061,0.5085692706718264,923.0,305.0,2026-08-17 14:37:20,Tara Garden,28,0,,2026-08-20,27.86
149,0.37263758942739217,0.38259174498020126,0.37263758942739217,0.5128264936182327,518.0,271.0,2026-08-17 13:37:39,Tara Lake Hotel,22,0,,2026-08-17,26.6
220,0.5107551267281706,0.5209746532033439,0.5107551267281706,0.5097614155051899,3685.0,1526.0,2026-08-17 21:18:14,Atrium Boutique Resort,73,12,2026-08-17 20:48:25,2026-08-18,35.55
237,0.39533701238926594,0.39930508159987527,0.39533701238926594,0.5155209784423904,340.0,203.0,2026-08-17 14:53:50,Grand Howard Hotel Bangkok,14,0,,2026-08-20,27.04
253,0.34545177059855026,0.34850128884261905,0.34545177059855026,0.5072523747100538,24.0,12.0,2026-08-17 20:19:27,Maruay Garden Hotel,12,0,,2026-09-09,24.73
269,0.46396066669814057,0.4897708453092985,0.46396066669814057,0.5018524175580804,3902.0,1361.0,2026-08-17 23:49:11,Holiday Inn Bangkok Silom by IHG,67,11,2026-08-17 23:33:38,2026-08-18,33.15
296,0.42640119233583945,0.4465337093496512,0.42640119233583945,0.5040963059289518,2696.0,424.0,2026-08-17 20:03:57,Novotel Bangkok Bangna,39,3,2026-08-17 01:16:32,2026-08-26,29.82
302,0.4868396409888886,0.4868396409888886,0.4868396409888886,0.5223124855487499,773.0,773.0,2026-08-17 11:20:43,Ambassador Bangkok,8,0,,2026-08-19,30.49
317,0.42800213305558493,0.49607760095414954,0.42800213305558493,0.511296408742067,10711.0,2824.0,2026-08-17 23:49:11,Avana Hotel and Convention Center,164,21,2026-08-17 23:49:11,2026-08-22,38.58
322,0.29881920616567037,0.29881920616567037,0.29881920616567037,0.5095785773884253,26.0,26.0,2026-08-17 07:14:27,Dusit Princess Srinakarin,8,0,,2026-08-17,22.66
343,0.3638773491397443,0.36418902685098203,0.3638773491397443,0.5407663484175104,32.0,16.0,2026-08-17 18:07:58,voco Bangkok Surawong by IHG,8,0,,2026-08-19,25.88
345,0.4027097633233116,0.45312319327919887,0.4027097633233116,0.5090275554641279,460.0,205.0,2026-08-17 21:48:04,Gold Orchid Bangkok,20,2,2026-08-17 19:23:15,2026-08-17,27.6
347,0.40616840833012835,0.4272967825724829,0.40616840833012835,0.44747862800848803,9.0,5.0,2026-08-17 00:02:53,Trinity Silom Hotel,2,0,,2026-08-17,25.32
387,0.36553711619891105,0.3662073239915624,0.36553711619891105,0.508084764023593,41.0,21.0,2026-08-17 14:53:50,Riverside Bangkok Hotel,2,0,,2026-09-15,24.91
404,0.4314818249754981,0.4867907202403401,0.4314818249754981,0.5119820757814676,15321.0,6867.0,2026-08-17 23:49:11,FuramaXclusive Sathorn Hotel Bangkok,91,4,2026-08-17 23:33:38,2026-09-07,34.39
408,0.3969590540700767,0.42043371601252755,0.3969590540700767,0.504108513606477,3443.0,934.0,2026-08-17 23:49:11,Citadines Sukhumvit 16 Bangkok,64,14,2026-08-17 23:03:15,2026-08-20,30.29
421,0.3651364441221503,0.39318261925450554,0.3651364441221503,0.48839670467772917,8055.0,452.0,2026-08-17 20:48:25,FuramaXclusive Sukhumvit Soi 1,140,27,2026-08-17 20:48:25,2026-09-02,33.88
434,0.4322292618228286,0.45020728587940145,0.4322292618228286,0.5116756596574138,4452.0,805.0,2026-08-17 23:49:11,Vabua Asotel Bangkok,133,16,2026-08-17 23:18:04,2026-08-23,36.33
437,0.40574886400227483,0.43713907136889624,0.40574886400227483,0.5140401472803521,2956.0,566.0,2026-08-17 21:18:14,Convenient Park Bangkok Sukhumvit,48,3,2026-08-17 19:33:58,2026-09-03,29.79
447,0.44646451634910406,0.470264268110876,0.44646451634910406,0.5110860109757773,358.0,219.0,2026-08-17 14:53:50,I Residence Hotel Sathorn,12,2,2026-08-17 13:22:31,2026-08-22,28.87
455,0.4545175861785364,0.4559528020338295,0.4545175861785364,0.5137288767521928,3070.0,775.0,2026-08-17 23:18:04,The Heritage Silom Hotel,32,0,,2026-08-28,30.72
476,0.4516247388161984,0.4516247388161984,0.4516247388161984,0.47624096289119117,290.0,290.0,2026-08-17 01:16:32,Happihaus Hotel Bangkok,5,0,,2026-08-18,27.93
484,0.3997321378094642,0.4032262067699582,0.3997321378094642,0.5130147990353496,1153.0,473.0,2026-08-17 18:20:09,The Heritage Hotel Sathorn,21,2,2026-08-17 13:37:39,2026-08-20,27.67
496,0.31932202984402436,0.3401372158280304,0.31932202984402436,0.5058951884849605,68.0,56.0,2026-08-17 18:36:16,TUI BLUE Maduzi Hotel Bangkok,12,1,2026-08-17 17:53:13,2026-09-15,23.66
500,0.3510110869970115,0.35102571804422605,0.3510110869970115,0.5102743139643788,1143.0,573.0,2026-08-17 17:53:13,La Petite Salil Sukhumvit Thonglor 1,22,0,,2026-09-09,25.73
503,0.4349332514940212,0.43564515955958544,0.4349332514940212,0.4980574847534375,561.0,294.0,2026-08-17 01:16:32,The Victory Executive Residences,10,2,2026-08-17 00:16:04,2026-08-20,28.04
522,0.2795233625380917,0.6416546823193985,0.2795233625380917,0.21987491324856331,284923.0,63217.0,2026-08-17 23:49:11,Club Mahindra Mac Boutique Hotel,269,27,2026-08-17 23:03:15,2026-09-09,52.77
579,0.4083553100180465,0.4083553100180465,0.4083553100180465,0.5105534144722853,509.0,509.0,2026-08-17 12:38:18,Royal Panerai Hotel Chiangmai,8,1,2026-08-17 10:50:17,2026-08-17,27.09
592,0.3748118588240956,0.38745343562625517,0.3748118588240956,0.5297476156771247,124.0,29.0,2026-08-17 21:18:14,Royal Peninsula Hotel Chiangmai,44,8,2026-08-17 21:03:00,2026-08-25,28.41
679,0.4050440442082903,0.42796869463389725,0.4050440442082903,0.5057995365516429,835.0,327.0,2026-08-17 20:48:25,S17 @ Nimman Hotel,22,3,2026-08-17 20:48:25,2026-08-22,27.78
712,0.42388900064128315,0.4726611453871558,0.42388900064128315,0.5141551898568564,2125.0,743.0,2026-08-17 14:53:50,Kiang Haad Beach Hua Hin,25,0,,2026-08-24,28.99
716,0.38755305151743275,0.39171629285603027,0.38755305151743275,0.5060642730685606,415.0,212.0,2026-08-17 18:36:16,Thipurai Beach Hotel,14,0,,2026-08-22,26.55
717,0.3859861439374531,0.4165563401103906,0.3859861439374531,0.5103444790461614,920.0,381.0,2026-08-17 22:02:24,Royal Pavilion Hua Hin,29,3,2026-08-17 20:19:27,2026-08-19,27.56
718,0.4152286594483572,0.4419562428099023,0.4152286594483572,0.5120588592725608,336.0,254.0,2026-08-17 23:49:11,Asia Cha Am Hotel,14,1,2026-08-17 13:52:19,2026-08-24,27.77
730,0.3793145755343299,0.40721519353689617,0.3793145755343299,0.5105690367470532,2720.0,705.0,2026-08-17 22:02:24,Hinn Namm Hotel,105,8,2026-08-17 20:34:23,2026-08-19,32.28
743,0.43456377484398034,0.43456377484398034,0.43456377484398034,0.505246392641113,42.0,42.0,2026-08-17 21:03:00,The Sea-Cret Hua Hin,8,1,2026-08-17 19:33:58,2026-08-17,28.0
746,0.4176111768340774,0.4656458953679034,0.4176111768340774,0.5173489465357439,3372.0,627.0,2026-08-17 23:49:11,ibis Huahin,45,3,2026-08-17 14:53:50,2026-08-19,30.16
747,0.4783644573179552,0.5381696385492142,0.4783644573179552,0.5119357846865332,12689.0,1845.0,2026-08-17 21:48:04,Baan Grood Arcadia Resort and Spa,98,9,2026-08-17 21:48:04,2026-08-19,36.53
750,0.3428789901160628,0.396353255008815,0.3428789901160628,0.5285154454393253,34.0,8.0,2026-08-17 18:36:16,Riche Hua Hin Hotel,25,0,,2026-09-02,25.89
764,0.39446581495106214,0.42286129438838393,0.39446581495106214,0.510269380984353,3453.0,775.0,2026-08-17 23:49:11,Huahin Grand Hotel & Plaza,50,4,2026-08-17 23:49:11,2026-08-20,29.42
770,0.3692870397639652,0.3692870397639652,0.3692870397639652,0.5103395967287412,86.0,86.0,2026-08-17 11:51:47,Hua Hin Loft,8,0,,2026-08-25,25.5
824,0.4609651405936963,0.4668969776479006,0.4609651405936963,0.5307514472795749,1849.0,1697.0,2026-08-17 22:34:52,Sugar Marina Resort - ART - Karon Beach,10,0,,2026-08-21,29.82
826,0.3268199662937028,0.3299097509393439,0.3268199662937028,0.5138703515235332,219.0,64.0,2026-08-17 23:49:11,Royal Phuket City,44,0,,2026-09-03,26.18
836,0.3122192668143977,0.3122192668143977,0.3122192668143977,0.5064087045931358,1.0,1.0,2026-08-17 17:22:18,Cape Sienna Phuket Gourmet Hotel and Villas,1,0,,2026-09-07,22.68
856,0.32890691836340025,0.36247900987785225,0.32890691836340025,0.5300056390133531,80.0,56.0,2026-08-17 19:48:55,Dewa Phuket Resort & Villas,33,0,,2026-08-24,25.87
860,0.3979701249689455,0.4693131250942659,0.3979701249689455,0.5151806285848035,2677.0,649.0,2026-08-17 23:49:11,Sino House Phuket,28,0,,2026-08-24,28.2
894,0.4112990463636984,0.4112990463636984,0.4112990463636984,0.5238698288756828,339.0,339.0,2026-08-17 23:18:04,Jiraporn Hill Resort Patong,8,1,2026-08-17 22:34:52,2026-08-24,27.46
931,0.406517788542359,0.406517788542359,0.406517788542359,0.510969942559284,1360.0,1360.0,2026-08-17 23:33:38,Kantary Bay Hotel Phuket,20,4,2026-08-17 23:33:38,2026-09-13,27.85
961,0.36240283670733997,0.362519570590423,0.36240283670733997,0.49407954231587714,1084.0,552.0,2026-08-17 22:02:24,Deevana Patong Resort & Spa,16,3,2026-08-17 21:48:04,2026-09-11,25.48
972,0.37162959426285624,0.37162959426285624,0.37162959426285624,0.5119411952308776,449.0,449.0,2026-08-17 14:53:50,Cape Panwa Hotel Phuket,4,0,,2026-09-13,25.39
981,0.35147889194939635,0.35147889194939635,0.35147889194939635,0.5388336148648407,31.0,31.0,2026-08-17 14:06:34,The Royal Paradise Hotel & Spa,9,0,,2026-08-17,25.41
1000,0.28723532217444137,0.28723532217444137,0.28723532217444137,0.5062230675167848,4.0,4.0,2026-08-17 18:07:58,Sugar Marina Resort Fashion Kata Beach,4,0,,2026-09-04,21.87
1065,0.4210840971399808,0.5038214690694575,0.4210840971399808,0.5267115165058291,300.0,298.0,2026-08-17 23:49:11,Cassia Phuket,7,0,,2026-08-17,27.85
1079,0.36589112553119935,0.36589112553119935,0.36589112553119935,0.5073018821924694,193.0,193.0,2026-08-17 17:53:13,Ramada by Wyndham Phuket Deevana Patong,3,0,,2026-09-04,24.99
1191,0.39225868478546116,0.39225868478546116,0.39225868478546116,0.49657072185644896,485.0,485.0,2026-08-17 11:51:47,Sugar Marina Resort - NAUTICAL - Kata Beach,8,2,2026-08-17 11:06:49,2026-08-19,26.17
1197,,,,,4.0,1.0,2026-08-17 23:49:11,The Mangrove by Blu Monkey Resort,4,0,,2026-09-05,0.26
1286,0.4251909835313589,0.4367679200724692,0.4251909835313589,0.5118091751161562,744.0,311.0,2026-08-17 14:53:50,The Tama Hotel,37,5,2026-08-17 14:06:34,2026-08-18,29.66
1289,0.36109109022717445,0.36109109022717445,0.36109109022717445,0.5098946360056752,358.0,358.0,2026-08-17 10:19:48,Marina Express -FISHERMAN- Aonang,8,0,,2026-09-12,25.18
1368,0.3795700410806095,0.44685188126727954,0.3795700410806095,0.5114089378088718,252.0,139.0,2026-08-17 18:36:16,Kosa Hotel Khon Kaen,16,3,2026-08-17 18:36:16,2026-08-26,26.45
1369,0.4607240932595904,0.4718114968859727,0.4607240932595904,0.5126613855582339,862.0,590.0,2026-08-17 23:49:11,Charoen Thani Khon Kean,32,4,2026-08-17 23:49:11,2026-08-17,30.79
1371,0.41925006608656884,0.4707923611398329,0.41925006608656884,0.5122165290084514,1783.0,599.0,2026-08-17 18:07:58,Glacier Hotel Khon Kaen,75,6,2026-08-17 17:53:13,2026-08-20,31.93
1379,0.327471030423636,0.327471030423636,0.327471030423636,0.5281082420527613,8.0,8.0,2026-08-17 21:03:00,Wienglakor Hotel,8,0,,2026-08-17,24.17
1385,0.36694032889582623,0.37658500565056025,0.36694032889582623,0.5068557189688445,162.0,126.0,2026-08-17 23:49:11,The Imperial Hotel and Convention Centre Korat,13,0,,2026-08-24,25.66
1395,0.44563796765765057,0.48929810385086053,0.44563796765765057,0.5111748563843677,1197.0,519.0,2026-08-17 14:06:34,Twin Lotus Hotel Nakhon Si Thammarat,36,4,2026-08-17 12:38:18,2026-08-19,30.43
1508,0.35451926347113966,0.35451926347113966,0.35451926347113966,0.524560603962878,16.0,16.0,2026-08-17 23:18:04,Sunday JA Plus Hotel,16,0,,2026-08-17,25.7
1514,0.39451571501175214,0.4143174969854447,0.39451571501175214,0.512466624072445,4776.0,1305.0,2026-08-17 23:49:11,Windmill Resort Hotel,78,8,2026-08-17 14:53:50,2026-08-20,31.35
1521,0.4162722927200954,0.4162722927200954,0.4162722927200954,0.5110818369957272,243.0,243.0,2026-08-17 00:31:03,A-One Pattaya Beach Resort,3,0,,2026-08-20,27.08
1530,0.38132728313527575,0.38132728313527575,0.38132728313527575,0.5062127153101178,179.0,179.0,2026-08-17 21:48:04,Centara Pattaya Hotel,8,0,,2026-08-24,25.9
1559,0.4286268748817117,0.4486892992228437,0.4286268748817117,0.509957099342259,2419.0,999.0,2026-08-17 23:49:11,Mood Hotel Pattaya,72,6,2026-08-17 22:02:24,2026-08-17,32.11
1588,0.3886966787422851,0.389748497475683,0.3886966787422851,0.5188996267908641,762.0,393.0,2026-08-17 18:07:58,Travelodge Pattaya,8,0,,2026-09-14,26.49
1621,0.3639296246886324,0.387123630603087,0.3639296246886324,0.5101264031670986,6016.0,1146.0,2026-08-17 23:49:11,Awa Resort Koh Chang,100,2,2026-08-17 11:20:43,2026-09-07,31.57
1623,0.38501765482421985,0.39039869049926434,0.38501765482421985,0.5006389308854889,1295.0,366.0,2026-08-17 21:32:42,Centara Koh Chang Tropicana Resort,38,4,2026-08-17 20:19:27,2026-08-24,27.93
1632,0.3586106809654093,0.40556485872942993,0.3586106809654093,0.5041345430441645,1569.0,571.0,2026-08-17 21:32:42,Mercure Koh Chang Hideaway,32,6,2026-08-17 21:32:42,2026-08-24,26.58
1636,0.4239673225499894,0.4286255275071376,0.4239673225499894,0.5042798177300971,632.0,155.0,2026-08-17 20:34:23,Annika Koh Chang,35,3,2026-08-17 20:34:23,2026-08-28,29.33
1647,0.38822445275342543,0.4243363988577095,0.38822445275342543,0.5092024359539828,616.0,105.0,2026-08-17 23:49:11,The Dewa Koh Chang,28,4,2026-08-17 23:03:15,2026-08-29,27.55
1723,0.319481317391957,0.319481317391957,0.319481317391957,0.5052666369182935,125.0,125.0,2026-08-17 11:20:43,Kantary Beach Khao Lak,8,0,,2026-09-05,23.4
1762,0.3381487294361539,0.38035278296948855,0.3381487294361539,0.5141209367406414,126.0,106.0,2026-08-17 11:37:14,The Park Hotel Phitsanulok,16,0,,2026-08-17,24.84
1763,0.3712277238845982,0.39305631317264084,0.3712277238845982,0.5092716475021055,420.0,177.0,2026-08-17 23:49:11,Ayara Grand Palace Hotel,42,2,2026-08-17 23:33:38,2026-08-17,27.75
1767,0.34074986189348866,0.363157040192184,0.34074986189348866,0.5049878242732855,189.0,106.0,2026-08-17 22:17:37,Ruean Phae Royal Park Hotel,18,0,,2026-08-17,24.89
1770,0.3360560889117731,0.36602000999575657,0.3360560889117731,0.504773871103944,140.0,91.0,2026-08-17 18:07:58,Grand Riverside Hotel Phitsanulok,22,1,2026-08-17 17:53:13,2026-09-07,24.95
1772,0.43879769555005266,0.49188703565264646,0.43879769555005266,0.5112265953251126,5487.0,1339.0,2026-08-17 20:03:57,The Imperial Hotel and Convention Centre Phitsanulok,102,10,2026-08-17 20:03:57,2026-08-18,34.68
1786,0.35751390567753916,0.3705928079208875,0.35751390567753916,0.5116554539781574,370.0,69.0,2026-08-17 18:36:16,Eco Inn Prime Mae Sot,54,1,2026-08-17 17:22:18,2026-08-21,28.01
1790,0.37547706440384127,0.4003207378072453,0.37547706440384127,0.5088870427129901,566.0,247.0,2026-08-17 23:49:11,Thumrin Thana Hotel,38,2,2026-08-17 19:23:15,2026-08-19,27.66
1796,0.38051111003123805,0.38051111003123805,0.38051111003123805,0.5089541496622886,125.0,125.0,2026-08-17 14:06:34,Rua Rasada Hotel - The Ideal Venue for Meetings & Events,7,0,,2026-08-18,25.86
1841,0.35574642101262843,0.39736952010946197,0.35574642101262843,0.50642441086305,635.0,307.0,2026-08-17 23:49:11,Tohsang Heritage Ubonratchathani Hotel,43,2,2026-08-17 19:33:58,2026-09-07,27.15
1844,0.4049490673415254,0.4724376338150079,0.4049490673415254,0.503995941767766,910.0,301.0,2026-08-17 19:48:55,Sunee Grand Hotel,31,7,2026-08-17 19:33:58,2026-08-17,28.32
1855,0.3639946987025876,0.4040470384605024,0.3639946987025876,0.5097631921616761,2061.0,451.0,2026-08-17 23:49:11,Lamai Buri Resort,58,7,2026-08-17 21:48:04,2026-08-21,28.61
1996,0.39282044076048317,0.3928769486441712,0.39282044076048317,0.513284850896491,1335.0,670.0,2026-08-17 23:49:11,Homm Chura Samui,18,4,2026-08-17 23:49:11,2026-09-11,27.22
2051,0.4011817140198683,0.4011817140198683,0.4011817140198683,0.5257924446106282,21.0,21.0,2026-08-17 14:37:20,President Hotel Udonthani,7,0,,2026-08-17,27.01
2052,0.4587891790742441,0.4587891790742441,0.4587891790742441,0.5109921632817447,395.0,395.0,2026-08-17 22:17:37,Kantary Hotel Ayutthaya,8,2,2026-08-17 21:03:00,2026-08-19,29.11
2091,0.358468080444499,0.40076617107866824,0.358468080444499,0.5116937575032676,134.0,98.0,2026-08-17 12:22:25,Crystal Hotel Hat Yai,16,2,2026-08-17 11:37:14,2026-09-13,25.6
2106,0.3488676546217019,0.3488676546217019,0.3488676546217019,0.5096931615807243,96.0,96.0,2026-08-17 23:49:11,One Fu Hotel,9,0,,2026-08-17,24.73
2127,0.37565406402100787,0.4016108656717169,0.37565406402100787,0.5050821121193363,60.0,33.0,2026-08-17 18:36:16,Soda Resort,8,1,2026-08-17 17:36:48,2026-08-19,25.64
2135,0.37872886060748284,0.40557329714332774,0.37872886060748284,0.5095498701062162,566.0,456.0,2026-08-17 22:17:37,Chaisaeng Palace Hotel,48,2,2026-08-17 20:48:25,2026-08-19,28.45
2138,0.36880038499172446,0.40690169443291896,0.36880038499172446,0.5103180944620738,227.0,158.0,2026-08-17 12:52:22,Koranaree Courtyard Boutique Hotel,16,1,2026-08-17 12:07:21,2026-08-20,26.0
2140,0.42385094215934643,0.42385094215934643,0.42385094215934643,0.5130538284520862,78.0,78.0,2026-08-17 11:37:14,The Imperial Narathiwat Hotel,8,1,2026-08-17 09:48:50,2026-08-28,27.73
3332,0.3268769210227274,0.36721270311736554,0.3268769210227274,0.5110986052442067,44.0,14.0,2026-08-17 19:23:15,Ray Hotel Buriram,26,0,,2026-09-07,24.96
3333,0.3840411168649486,0.42058956712834755,0.3840411168649486,0.5096738487666176,251.0,183.0,2026-08-17 22:02:24,Jintana Resort Buriram,23,2,2026-08-17 17:22:18,2026-08-17,27.04
3334,0.4104938661261194,0.4104938661261194,0.4104938661261194,0.5154789524848871,17.0,17.0,2026-08-17 14:53:50,111 Resort and Spa,2,0,,2026-08-17,26.86
4559,0.3669515389861706,0.3669515389861706,0.3669515389861706,0.5001936962174562,120.0,120.0,2026-08-17 21:03:00,Prachuap Grand Hotel,8,2,2026-08-17 20:48:25,2026-08-17,25.2
4578,0.43144854011091277,0.4968413397544558,0.43144854011091277,0.512221119914684,4205.0,664.0,2026-08-17 23:18:04,A-Te Chumphon Hotel,83,6,2026-08-17 19:33:58,2026-08-26,33.1
4581,0.3907658581584112,0.3907658581584112,0.3907658581584112,0.5130600907203214,183.0,183.0,2026-08-17 18:36:16,Prajaktra City Hostel,14,0,,2026-08-17,26.8
4598,0.33819304501475533,0.34286806033177686,0.33819304501475533,0.5136574959203881,68.0,36.0,2026-08-17 13:22:31,Wishing Tree Khon Kaen Resort,16,0,,2026-08-25,24.83
4604,0.387681021990689,0.43886362181756494,0.387681021990689,0.5096249759255582,1532.0,592.0,2026-08-17 23:49:11,Golden Dragon Resort,57,6,2026-08-17 18:07:58,2026-08-17,29.45
4607,0.3751584998133717,0.3756040485611567,0.3751584998133717,0.5077791354467347,152.0,91.0,2026-08-17 23:49:11,Chainat Grand Hotel,7,0,,2026-08-18,25.62
4611,0.3699730180674434,0.4237673082373339,0.3699730180674434,0.5130482840843335,2056.0,976.0,2026-08-17 23:49:11,PLAAI Prime Hotel Rayong,134,17,2026-08-17 22:48:21,2026-08-17,33.77
4636,0.3666530864635292,0.38724172780012334,0.3666530864635292,0.514930808100854,1231.0,175.0,2026-08-17 23:49:11,Curve Boutique Hotel,45,1,2026-08-17 18:20:09,2026-08-22,27.93
4639,0.37019657157974256,0.4042850103828066,0.37019657157974256,0.5106232520224994,959.0,423.0,2026-08-17 11:06:49,Ace of Hua Hin Resort,24,3,2026-08-17 11:06:49,2026-08-26,26.62
4640,0.3549486910704737,0.36285210449443367,0.3549486910704737,0.5110274131570379,260.0,122.0,2026-08-17 22:02:24,Aramis Hotel Nakhon Sawan,37,1,2026-08-17 19:48:55,2026-08-20,26.8
4649,0.3797216457195357,0.3803137513698923,0.3797216457195357,0.5162520906422227,238.0,120.0,2026-08-17 23:33:38,Get Zleep Premium Budget Hotel,16,0,,2026-08-19,26.55
4671,0.28613645315761255,0.29487298332796613,0.28613645315761255,0.5087626829918368,26.0,12.0,2026-08-17 23:49:11,Ban Suan Resort Surin Prasat,24,0,,2026-08-17,23.16
4709,0.4446334433372202,0.45466739376217125,0.4446334433372202,0.5063279497958884,721.0,246.0,2026-08-17 19:48:55,Leluxe Residence,28,2,2026-08-17 19:33:58,2026-08-19,29.75
4720,0.35349806501941977,0.35349806501941977,0.35349806501941977,0.5108659599207769,99.0,99.0,2026-08-17 22:48:21,Dee Prom Hotel Chaiyaphum,8,0,,2026-08-17,24.88
4725,0.43910599878967815,0.4391502857954495,0.43910599878967815,0.5150945326168044,257.0,130.0,2026-08-17 11:06:49,TK Palace Hotel & Convention Bangkok,16,2,2026-08-17 09:17:22,2026-08-27,28.91
4726,0.37183992186739045,0.454450435361604,0.37183992186739045,0.5096025174705704,556.0,183.0,2026-08-17 19:33:58,Trat City Hotel,39,4,2026-08-17 17:53:13,2026-08-18,27.6
4730,0.41101831334738,0.41101831334738,0.41101831334738,0.5017336099387487,41.0,41.0,2026-08-17 20:19:27,Xen Hotel Nakhon Pathom,6,2,2026-08-17 20:03:57,2026-08-19,26.86
4732,0.46583826741994255,0.4800246544528106,0.46583826741994255,0.5112103324671912,379.0,175.0,2026-08-17 20:03:57,At Sakon Hotel,18,5,2026-08-17 20:03:57,2026-08-18,30.03
4733,0.4041730384686091,0.4390781371155309,0.4041730384686091,0.5086190381336464,229.0,125.0,2026-08-17 22:02:24,Sri U-Thong Grande Hotel,17,2,2026-08-17 20:19:27,2026-08-17,27.44
4737,0.36941548959830217,0.36941548959830217,0.36941548959830217,0.5104416197441425,70.0,70.0,2026-08-17 17:53:13,Sakaeo Garden Hotel,3,0,,2026-08-17,25.18
4740,0.369978406508839,0.369978406508839,0.369978406508839,0.5109002584334791,99.0,99.0,2026-08-17 20:34:23,Phakawan Hotel,16,0,,2026-08-17,26.05
4756,0.37940441460522556,0.40047768956178154,0.37940441460522556,0.5093929291699952,417.0,251.0,2026-08-17 19:48:55,Songphanburi Hotel,30,4,2026-08-17 19:33:58,2026-08-18,27.31
4772,0.36386112203015003,0.37836417534458566,0.36386112203015003,0.5101831777533921,179.0,88.0,2026-08-17 22:17:37,Seeharaj Hotel Uttaradit,29,0,,2026-08-19,26.62
4854,0.40948755031393075,0.40948755031393075,0.40948755031393075,0.5094107636504549,560.0,560.0,2026-08-17 08:30:13,Maple Hotel,7,0,,2026-08-19,27.05
4889,0.37712626151175715,0.4116469596178352,0.37712626151175715,0.5026030162228915,227.0,119.0,2026-08-17 20:48:25,Ariya Inn Hotel,25,2,2026-08-17 19:33:58,2026-08-17,26.75
4910,0.3865070702625471,0.3868687635265112,0.3865070702625471,0.5042445500088544,502.0,268.0,2026-08-17 21:48:04,Banyan House Samui bed and breakfast,16,1,2026-08-17 20:48:25,2026-08-20,26.6
4914,0.2887427438189842,0.2887427438189842,0.2887427438189842,0.503016956681284,7.0,7.0,2026-08-17 14:06:34,Baan Nilawan Huahin Hotel,7,0,,2026-09-05,22.06
4915,0.38639610750443454,0.38725979621361356,0.38639610750443454,0.5121999343635806,352.0,213.0,2026-08-17 19:23:15,Riverside Hotel Krabi,14,0,,2026-08-24,26.62
4945,0.3355578255571271,0.3731358620127063,0.3355578255571271,0.5168813642628687,6.0,4.0,2026-08-17 14:53:50,Napatra Hotel Chiangmai,6,0,,2026-08-25,24.14
4976,0.3124467768179863,0.3161610086190812,0.3124467768179863,0.5096814856594357,70.0,32.0,2026-08-17 19:48:55,Bunjongburi Hotel,24,0,,2026-08-22,24.23
5085,0.39189855828367914,0.39189855828367914,0.39189855828367914,0.5103681183930586,171.0,171.0,2026-08-17 20:34:23,Recenta Phuket Suanluang,6,1,2026-08-17 20:34:23,2026-08-24,26.28
5092,0.4212560694003845,0.4229207825588344,0.4212560694003845,0.5098466642586624,778.0,166.0,2026-08-17 23:49:11,Recenta Suite Phuket Suanluang,35,5,2026-08-17 22:17:37,2026-08-27,29.34
21230,0.3926526947488417,0.4155717466984832,0.3926526947488417,0.5139299703223058,126.0,63.0,2026-08-17 19:48:55,Faikid Amnat Charoen Hotel,28,0,,2026-08-17,27.78
21253,0.39168318045101747,0.39168318045101747,0.39168318045101747,0.5059623234440216,223.0,223.0,2026-08-17 23:49:11,S Ratchada Leisure Hotel,16,1,2026-08-17 14:37:20,2026-08-18,26.82
